Time	EMG	Muscle Force
13.744	-0.0148144	0.26783
13.745	0.00845244	0.26783
13.746	0.0277419	0.26746
13.747	0.0224761	0.26746
13.748	-0.0357916	0.26783
13.749	-0.0334865	0.26746
13.75	0.00609662	0.26783
13.751	0.0334134	0.26783
13.752	0.018975	0.26783
13.753	-0.00346953	0.26783
13.754	-0.023521	0.26783
13.755	-0.0346777	0.26783
13.756	0.0133771	0.26783
13.757	0.0421358	0.26783
13.758	0.0095133	0.26783
13.759	-0.0231204	0.26783
13.76	-0.0259081	0.26783
13.761	-0.00636795	0.26783
13.762	0.0183276	0.26783
13.763	0.0354585	0.26783
13.764	0.00436541	0.26783
13.765	-0.0432911	0.26783
13.766	-0.0253704	0.26783
13.767	0.0177908	0.26746
13.768	0.0316353	0.26783
13.769	0.0143408	0.26783
13.77	-0.00861723	0.26783
13.771	-0.0290347	0.26783
13.772	-0.0296411	0.26783
13.773	0.0292805	0.26783
13.774	0.0333625	0.26746
13.775	0.000646565	0.26783
13.776	-0.0230256	0.26783
13.777	-0.0203518	0.26783
13.778	-0.000767787	0.26783
13.779	0.0212465	0.26746
13.78	0.0350297	0.26783
13.781	-0.0169233	0.26783
13.782	-0.0433526	0.26783
13.783	-0.0114491	0.26783
13.784	0.0295882	0.26783
13.785	0.0284979	0.26783
13.786	0.00725781	0.26783
13.787	-0.0162182	0.26783
13.788	-0.0360172	0.26783
13.789	-0.0127747	0.26783
13.79	0.038298	0.26783
13.791	0.02265	0.26746
13.792	-0.0104282	0.26783
13.793	-0.0227891	0.26783
13.794	-0.0125265	0.26783
13.795	0.00759487	0.26746
13.796	0.0265437	0.26783
13.797	0.024882	0.26783
13.798	-0.0353668	0.26783
13.799	-0.0355843	0.26783
13.8	0.00460509	0.26783
13.801	0.033436	0.26783
13.802	0.0194267	0.26783
13.803	-0.00241931	0.26783
13.804	-0.0218489	0.26746
13.805	-0.0332411	0.26746
13.806	0.0119877	0.26746
13.807	0.0372129	0.26746
13.808	0.00809977	0.26746
13.809	-0.0179558	0.26746
13.81	-0.0206248	0.26746
13.811	-0.0064227	0.26746
13.812	0.0153225	0.26746
13.813	0.0306677	0.26746
13.814	0.00324479	0.26746
13.815	-0.0414533	0.26746
13.816	-0.0234397	0.26746
13.817	0.0210265	0.26746
13.818	0.0308026	0.26746
13.819	0.0118887	0.26746
13.82	-0.00944519	0.26746
13.821	-0.0266611	0.26746
13.822	-0.0288495	0.26783
13.823	0.0295409	0.26746
13.824	0.0332252	0.26746
13.825	-0.00198805	0.26746
13.826	-0.0253933	0.26746
13.827	-0.0192156	0.26746
13.828	0.00305089	0.26746
13.829	0.0204865	0.26783
13.83	0.0325471	0.26746
13.831	-0.0137845	0.26746
13.832	-0.040579	0.26783
13.833	-0.0125046	0.26783
13.834	0.0283129	0.26783
13.835	0.0248244	0.26746
13.836	0.00563313	0.26746
13.837	-0.0174793	0.26783
13.838	-0.0331157	0.26746
13.839	-0.00931241	0.26783
13.84	0.0419881	0.26746
13.841	0.0225851	0.26783
13.842	-0.0143284	0.26746
13.843	-0.0275072	0.26746
13.844	-0.0142284	0.26746
13.845	0.0105381	0.26746
13.846	0.0297909	0.26746
13.847	0.025778	0.26746
13.848	-0.0339894	0.26746
13.849	-0.0376876	0.26783
13.85	0.00189514	0.26783
13.851	0.0320749	0.26746
13.852	0.0188157	0.26783
13.853	0.00134005	0.26783
13.854	-0.0188884	0.26783
13.855	-0.035872	0.26746
13.856	0.0101002	0.26746
13.857	0.0384045	0.26783
13.858	0.00937811	0.26783
13.859	-0.0193311	0.26783
13.86	-0.0223216	0.26746
13.861	-0.00540094	0.26746
13.862	0.0145273	0.26783
13.863	0.0311872	0.26746
13.864	0.00426058	0.26783
13.865	-0.0419531	0.26783
13.866	-0.0199062	0.26783
13.867	0.0191875	0.26783
13.868	0.0279045	0.26783
13.869	0.0112761	0.26746
13.87	-0.00769397	0.26783
13.871	-0.0248127	0.26746
13.872	-0.0289525	0.26746
13.873	0.027509	0.26746
13.874	0.0308981	0.26746
13.875	-0.00266509	0.26746
13.876	-0.0235714	0.26746
13.877	-0.0158804	0.26746
13.878	0.00351615	0.26746
13.879	0.0216969	0.26746
13.88	0.031577	0.26746
13.881	-0.0187713	0.26746
13.882	-0.0442362	0.26746
13.883	-0.00995841	0.26746
13.884	0.0299531	0.26746
13.885	0.0269382	0.26746
13.886	0.00875698	0.26746
13.887	-0.0161294	0.26746
13.888	-0.0359829	0.26746
13.889	-0.014009	0.26746
13.89	0.0388784	0.26746
13.891	0.0248521	0.26746
13.892	-0.0107367	0.26746
13.893	-0.0228308	0.26746
13.894	-0.0131118	0.26746
13.895	0.00376362	0.26746
13.896	0.0248731	0.26746
13.897	0.0266674	0.26746
13.898	-0.0307754	0.26746
13.899	-0.0332854	0.26746
13.9	0.00398284	0.26746
13.901	0.0297048	0.26746
13.902	0.0172969	0.26746
13.903	-0.00251408	0.26746
13.904	-0.0198416	0.26746
13.905	-0.032318	0.26746
13.906	0.0101585	0.26746
13.907	0.0395478	0.26709
13.908	0.00886501	0.26746
13.909	-0.0202954	0.26746
13.91	-0.0218939	0.26746
13.911	-0.00520289	0.26746
13.912	0.0145099	0.26746
13.913	0.0317098	0.26746
13.914	0.00456646	0.26746
13.915	-0.0416672	0.26746
13.916	-0.0235067	0.26746
13.917	0.018648	0.26746
13.918	0.0310005	0.26746
13.919	0.0109519	0.26746
13.92	-0.00846517	0.26746
13.921	-0.0253023	0.26746
13.922	-0.027069	0.26746
13.923	0.0272908	0.26746
13.924	0.0302266	0.26746
13.925	-6.08486e-05	0.26746
13.926	-0.021132	0.26746
13.927	-0.0196326	0.26746
13.928	-0.00274842	0.26746
13.929	0.0195198	0.26746
13.93	0.0354127	0.26746
13.931	-0.0132609	0.26746
13.932	-0.0401139	0.26746
13.933	-0.00989774	0.26746
13.934	0.0274402	0.26746
13.935	0.0229829	0.26746
13.936	0.00354294	0.26746
13.937	-0.0170183	0.26746
13.938	-0.0319974	0.26746
13.939	-0.0086919	0.26746
13.94	0.042529	0.26746
13.941	0.0212592	0.26746
13.942	-0.0123551	0.26746
13.943	-0.0268978	0.26746
13.944	-0.015738	0.26746
13.945	0.0108566	0.26746
13.946	0.0291505	0.26746
13.947	0.0237932	0.26746
13.948	-0.0361299	0.26746
13.949	-0.0350382	0.26746
13.95	0.00571703	0.26746
13.951	0.0354939	0.26746
13.952	0.0200161	0.26709
13.953	-0.00391634	0.26746
13.954	-0.0248748	0.26746
13.955	-0.0381426	0.26709
13.956	0.0102939	0.26709
13.957	0.047143	0.26709
13.958	0.01558	0.26709
13.959	-0.0196955	0.26746
13.96	-0.0295482	0.26709
13.961	-0.0125015	0.26709
13.962	0.0155076	0.26709
13.963	0.0376142	0.26709
13.964	0.00902581	0.26709
13.965	-0.0449863	0.26709
13.966	-0.0250233	0.26709
13.967	0.0191217	0.26746
13.968	0.0317954	0.26709
13.969	0.0138838	0.26709
13.97	-0.00866228	0.26746
13.971	-0.0300818	0.26746
13.972	-0.0307755	0.26746
13.973	0.0284658	0.26709
13.974	0.0352558	0.26746
13.975	0.000579744	0.26709
13.976	-0.0230391	0.26746
13.977	-0.0185861	0.26709
13.978	-0.000570126	0.26746
13.979	0.0196212	0.26746
13.98	0.0326549	0.26709
13.981	-0.0155256	0.26746
13.982	-0.0417245	0.26746
13.983	-0.00894911	0.26746
13.984	0.0295146	0.26709
13.985	0.0238429	0.26746
13.986	0.00371434	0.26746
13.987	-0.0158637	0.26709
13.988	-0.0334389	0.26709
13.989	-0.0104288	0.26709
13.99	0.0423274	0.26709
13.991	0.0222755	0.26709
13.992	-0.0141049	0.26709
13.993	-0.0244085	0.26709
13.994	-0.0105839	0.26709
13.995	0.00581972	0.26709
13.996	0.0237127	0.26709
13.997	0.0270342	0.26709
13.998	-0.0355367	0.26709
13.999	-0.0360656	0.26709
14	0.00472359	0.26709
14.001	0.0371093	0.26709
14.002	0.0256316	0.26709
14.003	-0.00686637	0.26709
14.004	-0.0282098	0.26709
14.005	-0.0343987	0.26709
14.006	0.0128469	0.26709
14.007	0.0418691	0.26709
14.008	0.0127655	0.26709
14.009	-0.021791	0.26709
14.01	-0.0273129	0.26709
14.011	-0.0112407	0.26709
14.012	0.0150952	0.26709
14.013	0.0388102	0.26709
14.014	0.0121339	0.26709
14.015	-0.0389112	0.26709
14.016	-0.0239237	0.26709
14.017	0.0118697	0.26709
14.018	0.0237853	0.26709
14.019	0.00907488	0.26709
14.02	-0.00456271	0.26709
14.021	-0.0234642	0.26709
14.022	-0.0299576	0.26709
14.023	0.0267483	0.26709
14.024	0.0346115	0.26709
14.025	0.00346421	0.26709
14.026	-0.0166858	0.26709
14.027	-0.0146253	0.26709
14.028	-0.0065721	0.26709
14.029	0.00341115	0.26709
14.03	0.0247782	0.26709
14.031	-0.00763711	0.26709
14.032	-0.0329367	0.26709
14.033	-0.00608499	0.26709
14.034	0.0378613	0.26709
14.035	0.0300705	0.26709
14.036	-0.00173767	0.26709
14.037	-0.0279521	0.26709
14.038	-0.0461816	0.26709
14.039	-0.0113662	0.26709
14.04	0.0440948	0.26709
14.041	0.0304985	0.26709
14.042	0.00182324	0.26709
14.043	-0.00748627	0.26709
14.044	-0.0173689	0.26709
14.045	-0.0207506	0.26709
14.046	0.00178817	0.26709
14.047	0.0321628	0.26709
14.048	-0.0162375	0.26709
14.049	-0.0262487	0.26709
14.05	0.00701204	0.26709
14.051	0.0423082	0.26709
14.052	0.0225778	0.26709
14.053	-0.0152366	0.26709
14.054	-0.0423144	0.26709
14.055	-0.0446959	0.26709
14.056	0.0209147	0.26709
14.057	0.0575833	0.26709
14.058	0.0215199	0.26709
14.059	-0.0273689	0.26709
14.06	-0.0318983	0.26709
14.061	-0.00560788	0.26709
14.062	0.00788849	0.26709
14.063	0.0344794	0.26709
14.064	0.0098407	0.26709
14.065	-0.040008	0.26709
14.066	-0.00809887	0.26709
14.067	-0.0083463	0.26709
14.068	0.0220575	0.26709
14.069	0.0257286	0.26709
14.07	0.0049063	0.26709
14.071	-0.0170963	0.26709
14.072	-0.0368917	0.26709
14.073	-0.0310637	0.26709
14.074	0.0451463	0.26709
14.075	0.0563685	0.26709
14.076	0.0169403	0.26709
14.077	-0.0345361	0.26709
14.078	-0.0508127	0.26709
14.079	-0.0430613	0.26709
14.08	0.0102935	0.26709
14.081	0.0629958	0.26709
14.082	0.0338663	0.26709
14.083	-0.0103	0.26709
14.084	-0.0204878	0.26709
14.085	0.0135508	0.26709
14.086	0.0052551	0.26709
14.087	-0.0367099	0.26709
14.088	-0.04226	0.26709
14.089	0.003504	0.26709
14.09	0.0159423	0.26709
14.091	0.0352964	0.26709
14.092	0.0247592	0.26709
14.093	0.0213341	0.26709
14.094	0.0132754	0.26709
14.095	-0.0355051	0.26709
14.096	-0.0590794	0.26709
14.097	-0.0280583	0.26709
14.098	0.0163188	0.26709
14.099	0.0155043	0.26709
14.1	0.0231946	0.26709
14.101	0.0378751	0.26709
14.102	0.0377343	0.26709
14.103	-0.00983556	0.26709
14.104	-0.0488292	0.26709
14.105	-0.070526	0.26709
14.106	-0.0458219	0.26709
14.107	0.0550768	0.26709
14.108	0.0984251	0.26709
14.109	0.0433796	0.26709
14.11	-0.0356933	0.26709
14.111	-0.0731329	0.26709
14.112	-0.0454346	0.26709
14.113	0.0129569	0.26709
14.114	0.0534172	0.26709
14.115	0.0278146	0.26709
14.116	-0.0313508	0.26709
14.117	-0.0217053	0.26709
14.118	0.0163107	0.26709
14.119	0.0295958	0.26709
14.12	0.0134169	0.26709
14.121	-0.0198088	0.26709
14.122	-0.0530136	0.26709
14.123	-0.0355434	0.26709
14.124	0.0292288	0.26709
14.125	0.0676379	0.26709
14.126	0.0342632	0.26709
14.127	-0.0197641	0.26709
14.128	-0.0336378	0.26709
14.129	-0.0363193	0.26709
14.13	-0.0343763	0.26709
14.131	0.0211504	0.26709
14.132	0.0375547	0.26709
14.133	0.0375415	0.26709
14.134	0.0223854	0.26709
14.135	-0.00891732	0.26709
14.136	-0.0426565	0.26709
14.137	-0.0365937	0.26709
14.138	0.000723467	0.26746
14.139	0.00554106	0.26746
14.14	-0.00265708	0.26709
14.141	0.00862169	0.26709
14.142	0.0188295	0.26746
14.143	0.0254849	0.26709
14.144	0.0209475	0.26709
14.145	-0.0020571	0.26746
14.146	-0.0248892	0.26746
14.147	-0.0352489	0.26746
14.148	0.0106509	0.26746
14.149	-0.0347868	0.26746
14.15	-0.0303729	0.26746
14.151	0.0260558	0.26746
14.152	0.0569843	0.26746
14.153	0.0408058	0.26746
14.154	0.0231232	0.26746
14.155	-0.0330836	0.26746
14.156	-0.0520754	0.26746
14.157	-0.0278377	0.26746
14.158	-0.011327	0.26746
14.159	-0.00338865	0.26746
14.16	0.0330904	0.26746
14.161	0.0421605	0.26746
14.162	-0.0075037	0.26746
14.163	0.00714392	0.26746
14.164	0.0250654	0.26746
14.165	-0.00973853	0.26746
14.166	-0.0616983	0.26746
14.167	-0.0387918	0.26746
14.168	0.0175394	0.26709
14.169	0.0297439	0.26746
14.17	0.00645751	0.26746
14.171	0.0340292	0.26709
14.172	0.0304167	0.26709
14.173	-0.0277781	0.26709
14.174	-0.0224917	0.26746
14.175	-0.025085	0.26709
14.176	-0.00855315	0.26746
14.177	0.00728832	0.26746
14.178	0.0037219	0.26709
14.179	0.000483234	0.26709
14.18	0.0194422	0.26709
14.181	0.0515628	0.26709
14.182	-0.00920119	0.26709
14.183	-0.060675	0.26709
14.184	-0.0412271	0.26709
14.185	0.0264262	0.26709
14.186	0.0472207	0.26709
14.187	0.00763078	0.26709
14.188	0.00715605	0.26709
14.189	-0.00601024	0.26709
14.19	-0.0542577	0.26709
14.191	-0.0033415	0.26709
14.192	0.0361101	0.26709
14.193	-0.0158725	0.26709
14.194	-0.0449783	0.26709
14.195	0.0135489	0.26709
14.196	0.106639	0.26709
14.197	0.0693788	0.26709
14.198	-0.0678634	0.26746
14.199	-0.117413	0.26709
14.2	-0.0709363	0.26709
14.201	0.0205117	0.26709
14.202	0.108086	0.26709
14.203	0.0729974	0.26709
14.204	0.0036899	0.26709
14.205	-0.0294269	0.26709
14.206	-0.0946459	0.26709
14.207	-0.0673677	0.26709
14.208	0.0452463	0.26709
14.209	0.108054	0.26709
14.21	0.0482917	0.26709
14.211	-0.0484786	0.26709
14.212	-0.0790926	0.26709
14.213	-0.0134255	0.26709
14.214	0.0255686	0.26709
14.215	0.0222111	0.26746
14.216	-0.011742	0.26709
14.217	0.0051868	0.26746
14.218	0.0676119	0.26709
14.219	0.00953481	0.26709
14.22	-0.0982385	0.26709
14.221	-0.0583055	0.26709
14.222	0.0432105	0.26709
14.223	0.0377573	0.26709
14.224	0.0468239	0.26709
14.225	0.0285732	0.26709
14.226	0.00132833	0.26709
14.227	-0.0388762	0.26709
14.228	-0.0770747	0.26709
14.229	-0.0705363	0.26709
14.23	0.0277394	0.26709
14.231	0.0847968	0.26709
14.232	0.0536102	0.26709
14.233	0.0271613	0.26709
14.234	0.0205636	0.26709
14.235	-0.0265947	0.26709
14.236	-0.082183	0.26709
14.237	-0.0590037	0.26709
14.238	-0.0108868	0.26709
14.239	0.0138619	0.26709
14.24	0.0405906	0.26709
14.241	0.0724204	0.26709
14.242	0.0259947	0.26709
14.243	-0.00520116	0.26709
14.244	-0.0075447	0.26709
14.245	-0.043504	0.26709
14.246	-0.0979601	0.26709
14.247	-0.0164885	0.26709
14.248	0.0938081	0.26709
14.249	0.0296801	0.26709
14.25	0.0258699	0.26709
14.251	0.0253617	0.26709
14.252	-0.0397427	0.26709
14.253	-0.0711153	0.26709
14.254	-0.0709831	0.26709
14.255	0.0582575	0.26709
14.256	0.0864531	0.26709
14.257	0.0338862	0.26709
14.258	0.00793002	0.26709
14.259	-0.0526738	0.26709
14.26	-0.0779734	0.26709
14.261	-0.0397883	0.26709
14.262	0.0272808	0.26709
14.263	0.0917902	0.26709
14.264	0.0830645	0.26709
14.265	-0.0414461	0.26709
14.266	-0.0971011	0.26709
14.267	-0.0412798	0.26709
14.268	0.0167077	0.26709
14.269	0.0516991	0.26709
14.27	0.0329763	0.26709
14.271	-0.00523736	0.26709
14.272	0.00156622	0.26709
14.273	-0.0394922	0.26709
14.274	-0.0187117	0.26709
14.275	0.0345777	0.26709
14.276	0.034262	0.26709
14.277	-0.0194219	0.26709
14.278	-0.0318003	0.26709
14.279	-0.0713404	0.26709
14.28	-0.0150032	0.26709
14.281	0.103942	0.26709
14.282	0.113371	0.26709
14.283	0.0106644	0.26709
14.284	-0.105496	0.26709
14.285	-0.0936062	0.26709
14.286	-0.0177702	0.26709
14.287	0.047351	0.26709
14.288	0.0367044	0.266721
14.289	-0.0343595	0.266721
14.29	0.021809	0.26709
14.291	0.0908213	0.266721
14.292	0.0339508	0.26709
14.293	-0.0387531	0.26709
14.294	-0.096139	0.266721
14.295	-0.0854597	0.26709
14.296	0.00804094	0.266721
14.297	0.0837309	0.266721
14.298	0.0767708	0.266721
14.299	-0.00777123	0.266721
14.3	-0.0133219	0.26709
14.301	0.0034444	0.266721
14.302	-0.0055311	0.266721
14.303	-0.0620216	0.26709
14.304	-0.0646774	0.266721
14.305	0.0339375	0.266721
14.306	0.0547167	0.266721
14.307	0.0409997	0.266721
14.308	0.0386753	0.266721
14.309	-0.00595445	0.266721
14.31	-0.0392936	0.266721
14.311	-0.0759789	0.266721
14.312	-0.0522119	0.26709
14.313	0.0151348	0.26709
14.314	0.074673	0.26709
14.315	0.0762651	0.26709
14.316	0.00474752	0.26709
14.317	-0.0451921	0.26709
14.318	-0.0349082	0.266721
14.319	-0.00414776	0.26709
14.32	0.0295708	0.26709
14.321	-0.0231017	0.266721
14.322	-0.0619353	0.26709
14.323	-0.0158554	0.26709
14.324	0.0467689	0.26709
14.325	0.0508908	0.26709
14.326	0.0393913	0.26709
14.327	0.049857	0.26709
14.328	-0.0379351	0.26709
14.329	-0.101049	0.26709
14.33	-0.0174412	0.26709
14.331	0.0682851	0.26709
14.332	-0.026652	0.26709
14.333	-0.0910437	0.26709
14.334	-0.0276994	0.26709
14.335	0.110209	0.26709
14.336	0.134207	0.26709
14.337	0.0319593	0.266721
14.338	-0.0599569	0.26709
14.339	-0.0363585	0.26709
14.34	-0.0815397	0.26709
14.341	-0.0959332	0.266721
14.342	0.00481234	0.26709
14.343	0.066807	0.266721
14.344	0.0587011	0.266721
14.345	0.0378568	0.26709
14.346	0.0471356	0.266721
14.347	0.0354007	0.266721
14.348	-0.0363595	0.266721
14.349	-0.121049	0.26709
14.35	-0.116449	0.26709
14.351	0.0309126	0.26709
14.352	0.111825	0.26709
14.353	0.084698	0.26709
14.354	0.0167921	0.26709
14.355	-0.0640586	0.26709
14.356	-0.0498313	0.26709
14.357	-0.0474815	0.26709
14.358	0.021292	0.266721
14.359	0.0632475	0.26709
14.36	0.0315806	0.26709
14.361	-0.0185975	0.26709
14.362	-0.0413669	0.26709
14.363	-0.0484671	0.26709
14.364	0.0283427	0.26709
14.365	0.0460617	0.26709
14.366	-0.0139875	0.26709
14.367	0.0312135	0.26709
14.368	0.0335015	0.26709
14.369	-0.0198383	0.26709
14.37	-0.0536272	0.26709
14.371	-0.0890592	0.26709
14.372	-0.0606926	0.26709
14.373	0.0480693	0.266721
14.374	0.168875	0.26709
14.375	0.135648	0.26709
14.376	-0.00181371	0.26709
14.377	-0.12463	0.26709
14.378	-0.166557	0.26709
14.379	-0.0952942	0.26709
14.38	0.0440752	0.26709
14.381	0.147312	0.26709
14.382	0.114354	0.26709
14.383	-0.0365004	0.26709
14.384	-0.0718854	0.26709
14.385	0.0291819	0.26709
14.386	-0.000650818	0.26709
14.387	-0.0766943	0.26709
14.388	-0.0568576	0.266721
14.389	0.0558897	0.26709
14.39	0.115778	0.26709
14.391	0.0786823	0.26709
14.392	-0.0812657	0.266721
14.393	-0.15229	0.266721
14.394	-0.0752447	0.266721
14.395	0.0618852	0.266721
14.396	0.0973987	0.266721
14.397	0.0693172	0.266721
14.398	0.05113	0.26709
14.399	-0.0307455	0.26709
14.4	-0.0525817	0.26709
14.401	-0.0982163	0.26709
14.402	-0.0629115	0.26709
14.403	0.0534017	0.26709
14.404	0.0911162	0.26709
14.405	0.0577862	0.26709
14.406	-0.00918177	0.26709
14.407	-0.0490124	0.26709
14.408	-0.0448027	0.26709
14.409	-0.0623304	0.26709
14.41	-0.0216097	0.26709
14.411	0.089775	0.26709
14.412	0.0961932	0.26709
14.413	0.0229694	0.26709
14.414	-0.00606926	0.26709
14.415	-0.0178264	0.26709
14.416	-0.090462	0.26709
14.417	-0.138805	0.26709
14.418	-0.0304409	0.26709
14.419	0.106555	0.26709
14.42	0.110055	0.26709
14.421	0.0593915	0.26709
14.422	0.048797	0.26709
14.423	-0.0317827	0.26709
14.424	-0.12207	0.26709
14.425	-0.0516406	0.26709
14.426	0.0301367	0.26709
14.427	0.00141556	0.26709
14.428	-0.0566711	0.26709
14.429	0.00405783	0.26709
14.43	0.0414983	0.26709
14.431	0.0758184	0.26709
14.432	0.0862061	0.26709
14.433	0.032371	0.26709
14.434	-0.026313	0.26709
14.435	-0.119709	0.26709
14.436	-0.150879	0.26709
14.437	-0.0547322	0.26709
14.438	0.0282652	0.26709
14.439	0.115653	0.266721
14.44	0.154151	0.26709
14.441	0.146918	0.26709
14.442	0.0117592	0.26709
14.443	-0.166768	0.26709
14.444	-0.237969	0.266721
14.445	-0.128052	0.26709
14.446	0.0685074	0.26709
14.447	0.202117	0.26709
14.448	0.162011	0.26709
14.449	0.0333313	0.26709
14.45	-0.104797	0.266721
14.451	-0.116819	0.26709
14.452	-0.0397	0.26709
14.453	0.0243228	0.266721
14.454	0.0356174	0.26709
14.455	0.0131733	0.266721
14.456	-0.0260752	0.26709
14.457	0.0134016	0.26709
14.458	0.0391585	0.26709
14.459	-0.0065335	0.26709
14.46	0.0155382	0.26709
14.461	0.00679275	0.26709
14.462	-0.0739664	0.26709
14.463	-0.051238	0.26709
14.464	0.0468156	0.26709
14.465	0.0753352	0.26709
14.466	0.0166528	0.26709
14.467	-0.0521118	0.26709
14.468	-0.0424851	0.26709
14.469	0.028769	0.26709
14.47	0.0343998	0.26709
14.471	0.00269172	0.26709
14.472	-0.0353837	0.26709
14.473	-0.0730999	0.26709
14.474	0.00715504	0.26709
14.475	0.0860655	0.26709
14.476	0.0492834	0.26709
14.477	0.00139344	0.26709
14.478	-0.0486296	0.26709
14.479	-0.0200909	0.26709
14.48	-0.00572014	0.26709
14.481	0.0206447	0.26709
14.482	-0.0366299	0.26709
14.483	-0.0631605	0.26709
14.484	0.00973044	0.26709
14.485	0.0494472	0.26709
14.486	0.0715644	0.26709
14.487	0.116881	0.26709
14.488	0.0304686	0.26709
14.489	-0.217471	0.26709
14.49	-0.157437	0.26709
14.491	0.0694229	0.26709
14.492	0.0990378	0.26709
14.493	0.0645479	0.26709
14.494	0.0152994	0.26709
14.495	-0.0508224	0.26709
14.496	-0.0233893	0.26709
14.497	0.0658478	0.26709
14.498	0.0363612	0.26709
14.499	-0.135491	0.26709
14.5	-0.107542	0.26709
14.501	0.0118686	0.26709
14.502	0.140139	0.26709
14.503	0.21142	0.26709
14.504	0.0338622	0.26709
14.505	-0.205587	0.26709
14.506	-0.200101	0.26709
14.507	-0.0655881	0.26709
14.508	0.0887827	0.26709
14.509	0.1494	0.26709
14.51	0.143994	0.26709
14.511	-0.0245784	0.26709
14.512	-0.0656042	0.26709
14.513	-0.0183591	0.26709
14.514	-0.0660519	0.26709
14.515	-0.0589232	0.26709
14.516	-0.0344984	0.26709
14.517	0.0150192	0.26709
14.518	0.10459	0.26709
14.519	0.0584923	0.26709
14.52	0.0323078	0.26709
14.521	0.0141245	0.26709
14.522	-0.101524	0.26709
14.523	-0.109945	0.26746
14.524	-0.00675079	0.26709
14.525	0.0865098	0.26709
14.526	0.0517729	0.26709
14.527	0.0500893	0.26746
14.528	0.00222182	0.26746
14.529	-0.0898633	0.26709
14.53	-0.0918161	0.26709
14.531	0.0104788	0.26709
14.532	0.0970467	0.26746
14.533	0.034216	0.26709
14.534	-0.00469214	0.26709
14.535	0.0104729	0.26746
14.536	-0.0192575	0.26709
14.537	0.00210835	0.26709
14.538	-0.0565333	0.26709
14.539	-0.103376	0.26709
14.54	0.00508308	0.26709
14.541	0.158922	0.26709
14.542	0.0466375	0.26709
14.543	-0.0335697	0.26709
14.544	-0.00412997	0.26709
14.545	-0.00799707	0.26709
14.546	-0.0238954	0.26709
14.547	-0.020301	0.26709
14.548	-0.0233419	0.26709
14.549	-0.0844009	0.26709
14.55	-0.027345	0.26709
14.551	0.0822578	0.26709
14.552	0.131653	0.26709
14.553	0.0904608	0.26709
14.554	0.0184976	0.26709
14.555	-0.122043	0.26709
14.556	-0.127394	0.26709
14.557	-0.0665819	0.26709
14.558	0.00555755	0.26709
14.559	0.0570765	0.26709
14.56	0.0960275	0.26709
14.561	0.0528815	0.26709
14.562	-0.00821114	0.266721
14.563	0.000771035	0.26709
14.564	-0.0225373	0.26709
14.565	-0.105342	0.26709
14.566	-0.0498455	0.266721
14.567	0.0750722	0.26709
14.568	0.0985434	0.26709
14.569	0.0371769	0.26709
14.57	-0.03454	0.26709
14.571	-0.0940169	0.26709
14.572	-0.0623769	0.26709
14.573	-0.0444914	0.26709
14.574	0.0611796	0.266721
14.575	0.139927	0.26709
14.576	0.0975157	0.26709
14.577	-0.0360337	0.26709
14.578	-0.159744	0.26709
14.579	-0.0851841	0.26709
14.58	0.0836679	0.26709
14.581	0.0489421	0.26709
14.582	-0.0730514	0.26709
14.583	0.0203411	0.26709
14.584	0.0651405	0.26709
14.585	0.0292475	0.26709
14.586	-0.0140751	0.26709
14.587	-0.0179745	0.26709
14.588	-0.0486338	0.26709
14.589	-0.0459665	0.26709
14.59	0.020378	0.26709
14.591	0.0774737	0.26709
14.592	-0.0358496	0.26709
14.593	-0.0273607	0.26709
14.594	0.0303382	0.26709
14.595	0.0462436	0.26709
14.596	-0.0119324	0.26709
14.597	-0.0319608	0.26709
14.598	0.0548934	0.26709
14.599	0.00855813	0.26709
14.6	-0.0933244	0.26709
14.601	-0.103638	0.26709
14.602	-0.0202945	0.26709
14.603	0.0845522	0.26709
14.604	0.0941384	0.26709
14.605	0.12716	0.26709
14.606	0.0991115	0.26709
14.607	-0.0967249	0.266721
14.608	-0.23665	0.26709
14.609	-0.148956	0.266721
14.61	0.0119702	0.266721
14.611	0.113769	0.26709
14.612	0.156004	0.26709
14.613	0.130887	0.266721
14.614	0.0229255	0.266721
14.615	-0.110762	0.266721
14.616	-0.183139	0.266721
14.617	-0.0771801	0.266721
14.618	0.0896015	0.266721
14.619	0.104635	0.26709
14.62	-0.0293968	0.266721
14.621	-0.00976434	0.266721
14.622	0.0516697	0.266721
14.623	0.00551711	0.266721
14.624	-0.0658117	0.266721
14.625	0.0277626	0.266721
14.626	0.116161	0.266721
14.627	-0.0907239	0.266721
14.628	-0.18615	0.266721
14.629	-0.0362861	0.266721
14.63	0.109836	0.266721
14.631	0.167657	0.26709
14.632	0.0794645	0.26709
14.633	-0.0600419	0.26709
14.634	-0.0343856	0.26709
14.635	-0.0343297	0.266721
14.636	-0.141956	0.266721
14.637	-0.131796	0.26709
14.638	0.0540092	0.26709
14.639	0.138736	0.26709
14.64	0.152926	0.26709
14.641	0.145629	0.26709
14.642	0.0184669	0.26709
14.643	-0.232327	0.26709
14.644	-0.27782	0.26709
14.645	-0.0595894	0.26709
14.646	0.152301	0.26709
14.647	0.210614	0.26709
14.648	0.112015	0.26709
14.649	-0.0535147	0.26709
14.65	-0.104682	0.26709
14.651	-0.0731045	0.26709
14.652	-0.00364774	0.26709
14.653	0.035495	0.26709
14.654	-0.0170007	0.26709
14.655	-0.0127635	0.26709
