Time	Lead II
11.89	0.132944
11.9	0.153496
11.91	0.185626
11.92	0.165672
11.93	0.194769
11.94	0.190255
11.95	0.159015
11.96	0.14322
11.97	0.0901406
11.98	0.071351
11.99	0.0223094
12	-0.0150821
12.01	-0.00795551
12.02	-0.0374113
12.03	-0.0198398
12.04	-0.036373
12.05	-0.0486759
12.06	-0.0209682
12.07	-0.0391251
12.08	-0.0161677
12.09	-0.0200744
12.1	-0.0284856
12.11	-0.0103346
12.12	-0.0289226
12.13	-0.0116177
12.14	-0.0264853
12.15	-0.0366733
12.16	-0.0168929
12.17	-0.0338641
12.18	-0.00812459
12.19	-0.0234379
12.2	-0.0400268
12.21	-0.0226847
12.22	-0.0482126
12.23	-0.0299752
12.24	-0.0352432
12.25	-0.048994
12.26	-0.0360769
12.27	-0.0600344
12.28	-0.0339968
12.29	-0.0395998
12.3	-0.0575345
12.31	-0.0419235
12.32	-0.050785
12.33	0.000934791
12.34	0.0306078
12.35	0.0452936
12.36	0.0633682
12.37	0.0234185
12.38	0.0163732
12.39	-0.0206532
12.4	-0.0539166
12.41	-0.0545725
12.42	-0.0840761
12.43	-0.0646473
12.44	-0.0669875
12.45	-0.0772174
12.46	-0.0608945
12.47	-0.0814203
12.48	-0.0470247
12.49	0.0720094
12.5	0.25533
12.51	0.185422
12.52	-0.138418
12.53	-0.358629
12.54	-0.406299
12.55	-0.298506
12.56	-0.138572
12.57	-0.0693068
12.58	-0.0125048
12.59	-0.00499077
12.6	0.00031171
12.61	0.0322381
12.62	0.0168023
12.63	0.0469896
12.64	0.0428048
12.65	0.0443538
12.66	0.0849211
12.67	0.0815298
12.68	0.117193
12.69	0.136017
12.7	0.159873
12.71	0.199712
12.72	0.180418
12.73	0.201438
12.74	0.201209
12.75	0.186541
12.76	0.175507
12.77	0.1131
12.78	0.0942078
12.79	0.0548522
12.8	0.0152064
12.81	0.00513393
12.82	-0.0338244
12.83	-0.0173777
12.84	-0.0185156
12.85	-0.0247527
12.86	-0.0136465
12.87	-0.0406533
12.88	-0.0146255
12.89	-0.0209199
12.9	-0.0400171
12.91	-0.0244823
12.92	-0.0426827
12.93	-0.0107163
12.94	-0.00780723
12.95	-0.0193414
12.96	-0.011227
12.97	-0.0440442
12.98	-0.0293295
12.99	-0.0353822
13	-0.0421552
13.01	-0.0211543
13.02	-0.0414446
13.03	-0.0277223
13.04	-0.0404667
13.05	-0.0492737
13.06	-0.0319945
13.07	-0.0597688
13.08	-0.0363113
13.09	-0.0396298
13.1	-0.058197
13.11	-0.037675
13.12	-0.0526783
13.13	-0.0385031
13.14	-0.0427307
13.15	-0.0199506
13.16	0.03872
13.17	0.0451733
13.18	0.0703153
13.19	0.0353057
13.2	-0.00821407
13.21	-0.00263695
13.22	-0.030486
13.23	-0.035485
13.24	-0.065448
13.25	-0.0875571
13.26	-0.073055
13.27	-0.0892874
13.28	-0.0704087
13.29	-0.0704711
13.3	-0.068457
13.31	-0.00114901
13.32	0.151361
13.33	0.258971
13.34	0.0489706
13.35	-0.249209
13.36	-0.392379
13.37	-0.38051
13.38	-0.214532
13.39	-0.0984774
13.4	-0.0468436
13.41	-0.00555742
13.42	-0.0133422
13.43	0.0189016
13.44	0.0242591
13.45	0.0241794
13.46	0.0481565
13.47	0.0360151
13.48	0.067827
13.49	0.0783579
13.5	0.0856801
13.51	0.120612
13.52	0.128853
13.53	0.18172
13.54	0.193277
13.55	0.195108
13.56	0.221901
13.57	0.190196
13.58	0.188248
13.59	0.154236
13.6	0.106598
13.61	0.0950052
13.62	0.0508814
13.63	0.0329879
13.64	-0.00196631
13.65	-0.0238495
13.66	-0.00163115
13.67	-0.0212983
13.68	-0.00304241
13.69	-0.007282
13.7	-0.016554
13.71	0.00263408
13.72	-0.0179096
13.73	-0.000122881
13.74	-0.00960488
13.75	-0.0200667
13.76	0.00112366
13.77	-0.0143944
13.78	0.0036098
13.79	-0.0105043
13.8	-0.0218759
13.81	0.000979287
13.82	-0.0191942
13.83	-0.0110143
13.84	-0.0305277
13.85	-0.0474887
13.86	-0.0330911
13.87	-0.0541493
13.88	-0.0334882
13.89	-0.0392037
13.9	-0.0425556
13.91	-0.0190395
13.92	-0.0452837
13.93	-0.0333734
13.94	-0.0416311
13.95	-0.0442145
13.96	-0.0190948
13.97	-0.0486275
13.98	-0.0303971
13.99	-0.00840061
14	0.0178436
14.01	0.0672024
14.02	0.0633157
14.03	0.0768241
14.04	0.0500308
14.05	0.00994854
14.06	-0.00156528
14.07	-0.0448626
14.08	-0.0426667
14.09	-0.0631148
14.1	-0.0733021
14.11	-0.0539084
14.12	-0.0755953
14.13	-0.0510605
14.14	-0.050895
14.15	-0.0475529
14.16	0.0607936
14.17	0.23308
14.18	0.239803
14.19	-0.0397614
14.2	-0.317906
14.21	-0.391874
14.22	-0.331812
14.23	-0.161062
14.24	-0.0572681
14.25	-0.0229087
14.26	0.010385
14.27	-0.00262031
14.28	0.0309295
14.29	0.0400714
14.3	0.0364122
14.31	0.060335
14.32	0.0456261
14.33	0.0747564
14.34	0.0845644
14.35	0.104558
14.36	0.157258
14.37	0.159387
14.38	0.190108
14.39	0.202452
14.4	0.207245
14.41	0.229633
14.42	0.194213
14.43	0.187444
