Time	Lead II
7.74	-0.0099181
7.75	-0.00194412
7.76	0.00549978
7.77	0.0279677
7.78	0.0229372
7.79	0.0391546
7.8	0.0555026
7.81	0.0684297
7.82	0.102856
7.83	0.123039
7.84	0.164697
7.85	0.203447
7.86	0.242399
7.87	0.293575
7.88	0.313073
7.89	0.334129
7.9	0.319277
7.91	0.270103
7.92	0.215456
7.93	0.136133
7.94	0.080931
7.95	0.0274944
7.96	-0.0137744
7.97	-0.0251893
7.98	-0.0464801
7.99	-0.0441759
8	-0.0485737
8.01	-0.0581336
8.02	-0.0498377
8.03	-0.0606525
8.04	-0.0565586
8.05	-0.0580238
8.06	-0.0621156
8.07	-0.0526759
8.08	-0.0614053
8.09	-0.051702
8.1	-0.0552457
8.11	-0.0624401
8.12	-0.0506328
8.13	-0.0601833
8.14	-0.0523958
8.15	-0.0549734
8.16	-0.0669636
8.17	-0.0575485
8.18	-0.0644349
8.19	-0.0556913
8.2	-0.0571928
8.21	-0.0652117
8.22	-0.0539298
8.23	-0.0670788
8.24	-0.0634285
8.25	-0.064795
8.26	-0.0696455
8.27	-0.05624
8.28	-0.0650195
8.29	-0.059881
8.3	-0.0609848
8.31	-0.0679201
8.32	-0.0588882
8.33	-0.0675205
8.34	-0.0517154
8.35	-0.0335401
8.36	-0.0246892
8.37	0.000457348
8.38	0.00736013
8.39	0.0164124
8.4	0.00415042
8.41	-0.0202316
8.42	-0.0256174
8.43	-0.0503198
8.44	-0.0596435
8.45	-0.0771507
8.46	-0.0953886
8.47	-0.0886407
8.48	-0.0973651
8.49	-0.0877163
8.5	-0.0820641
8.51	-0.0813469
8.52	-0.0606337
8.53	-0.0227611
8.54	0.191124
8.55	0.367192
8.56	0.198762
8.57	-0.0840566
8.58	-0.288657
8.59	-0.311731
8.6	-0.219632
8.61	-0.120746
8.62	-0.0495927
8.63	-0.0388295
8.64	-0.0195384
8.65	-0.0066695
8.66	-0.00686728
8.67	0.0109206
8.68	0.00986201
8.69	0.0276535
8.7	0.0407257
8.71	0.047605
8.72	0.0786856
8.73	0.0928733
8.74	0.125423
8.75	0.161407
8.76	0.192471
8.77	0.241332
8.78	0.270753
8.79	0.311013
8.8	0.313432
8.81	0.300551
8.82	0.277733
8.83	0.210947
8.84	0.149152
8.85	0.0798195
8.86	0.0268709
8.87	0.00350975
8.88	-0.028009
8.89	-0.0340137
8.9	-0.0466456
8.91	-0.0564733
8.92	-0.0477599
8.93	-0.0568966
8.94	-0.0490283
8.95	-0.0486611
8.96	-0.0518053
8.97	-0.0408804
8.98	-0.0528875
8.99	-0.047069
9	-0.0454738
9.01	-0.0452973
9.02	-0.0338486
9.03	-0.0447554
9.04	-0.0389816
9.05	-0.0409537
9.06	-0.0434052
9.07	-0.034543
9.08	-0.0505995
9.09	-0.0449105
9.1	-0.0441615
9.11	-0.048653
9.12	-0.0421895
9.13	-0.0574747
9.14	-0.051793
9.15	-0.0503002
9.16	-0.0544935
9.17	-0.0481275
9.18	-0.0598033
9.19	-0.0482177
9.2	-0.05065
9.21	-0.0595772
9.22	-0.0520773
9.23	-0.0619983
9.24	-0.0514559
9.25	-0.054626
9.26	-0.06367
9.27	-0.0512372
9.28	-0.0529587
9.29	-0.0298311
9.3	-0.010938
9.31	0.00326436
9.32	0.032073
9.33	0.0249703
9.34	0.0161748
9.35	-0.00742484
9.36	-0.0350141
9.37	-0.0434582
9.38	-0.0650829
9.39	-0.0651607
9.4	-0.0709454
9.41	-0.0829591
9.42	-0.0744237
9.43	-0.0839153
9.44	-0.0738562
9.45	-0.0677595
9.46	-0.0586992
9.47	0.00990556
9.48	0.222183
9.49	0.416414
9.5	0.235112
9.51	-0.0996675
9.52	-0.288868
9.53	-0.303524
9.54	-0.188189
9.55	-0.0823595
9.56	-0.0349594
9.57	-0.00876212
9.58	-0.00768993
9.59	0.0108425
9.6	0.0180126
9.61	0.0222242
9.62	0.0451506
9.63	0.0468276
9.64	0.0632702
9.65	0.0752678
9.66	0.0876936
9.67	0.120823
9.68	0.1344
9.69	0.174781
9.7	0.218935
9.71	0.25318
9.72	0.301934
9.73	0.323308
9.74	0.344695
9.75	0.333629
9.76	0.284523
9.77	0.230073
9.78	0.14749
9.79	0.0949744
9.8	0.0500449
9.81	0.00984575
9.82	-0.0021266
9.83	-0.0292109
9.84	-0.0333624
9.85	-0.0386534
9.86	-0.0489956
9.87	-0.0402561
9.88	-0.0496085
9.89	-0.0467342
9.9	-0.0487892
9.91	-0.0527218
9.92	-0.0382473
9.93	-0.048672
9.94	-0.0440862
9.95	-0.0433833
9.96	-0.054071
9.97	-0.0483083
9.98	-0.0623881
9.99	-0.0589439
10	-0.0575951
10.01	-0.0635325
10.02	-0.0526312
10.03	-0.0612713
10.04	-0.0544456
10.05	-0.0588839
10.06	-0.0703282
10.07	-0.0621147
10.08	-0.0732511
10.09	-0.0656808
10.1	-0.0628115
10.11	-0.0708688
10.12	-0.0647063
10.13	-0.0768447
10.14	-0.0695019
10.15	-0.0680628
10.16	-0.0753272
10.17	-0.0644809
10.18	-0.0759305
10.19	-0.0693014
10.2	-0.0684387
10.21	-0.0741901
10.22	-0.0545849
10.23	-0.0501309
10.24	-0.0233901
10.25	-0.00750719
10.26	-0.00353217
10.27	0.0139945
10.28	-0.00651092
10.29	-0.0229886
10.3	-0.0415613
10.31	-0.0605163
10.32	-0.0634356
10.33	-0.0888823
10.34	-0.0913563
10.35	-0.0951383
10.36	-0.104431
10.37	-0.0919688
10.38	-0.10079
10.39	-0.0897387
10.4	-0.0669003
10.41	-0.020529
10.42	0.194534
10.43	0.38474
10.44	0.238507
10.45	-0.0810105
10.46	-0.298093
10.47	-0.307505
10.48	-0.218403
10.49	-0.105199
10.5	-0.0444628
10.51	-0.0302491
10.52	-0.00773562
10.53	-0.0116316
10.54	-0.000387634
10.55	0.00985346
10.56	0.0117384
10.57	0.0353203
10.58	0.0415354
10.59	0.062371
10.6	0.0822642
10.61	0.0907004
10.62	0.129994
10.63	0.159886
10.64	0.203137
10.65	0.246598
10.66	0.280411
10.67	0.329209
10.68	0.343613
10.69	0.339861
10.7	0.303914
10.71	0.235315
10.72	0.173199
10.73	0.0998646
10.74	0.0543644
10.75	0.0186437
10.76	-0.0121168
10.77	-0.0154273
10.78	-0.0355109
10.79	-0.0366223
10.8	-0.0364196
10.81	-0.0462111
10.82	-0.034505
10.83	-0.0418906
10.84	-0.0385678
10.85	-0.038582
10.86	-0.0457538
10.87	-0.0347217
10.88	-0.0441452
10.89	-0.0366797
10.9	-0.0328498
10.91	-0.0407136
10.92	-0.0281184
10.93	-0.0400665
10.94	-0.0417793
10.95	-0.0423275
10.96	-0.052461
10.97	-0.0442827
10.98	-0.0541454
10.99	-0.0525778
11	-0.0542195
11.01	-0.0636527
11.02	-0.0497136
11.03	-0.0576826
11.04	-0.0560759
11.05	-0.0541717
11.06	-0.0633209
11.07	-0.0513612
11.08	-0.0611365
11.09	-0.0611334
11.1	-0.0608028
11.11	-0.0663904
11.12	-0.0520353
11.13	-0.0605812
11.14	-0.0535771
11.15	-0.0390234
11.16	-0.0277577
11.17	0.00447439
11.18	0.012669
11.19	0.0261805
11.2	0.0215644
11.21	-0.0042431
11.22	-0.00756331
11.23	-0.0332962
11.24	-0.052343
11.25	-0.0620479
11.26	-0.0747626
11.27	-0.0695237
11.28	-0.0844151
11.29	-0.084024
11.3	-0.0806015
11.31	-0.0826832
11.32	-0.0550595
11.33	-0.0390377
11.34	0.0635591
11.35	0.316367
11.36	0.361278
11.37	0.114309
11.38	-0.188914
11.39	-0.315719
11.4	-0.266987
11.41	-0.150689
11.42	-0.0527357
11.43	-0.0311295
11.44	-0.0118044
11.45	0.00181989
11.46	0.00330481
11.47	0.0201881
11.48	0.0219976
11.49	0.0386496
11.5	0.0483074
11.51	0.0564941
11.52	0.0838086
11.53	0.0922639
